symbol,date,time,price,Impact_Hist_Z,Velocity_Z,Acceleration_Z,Jerk_Z,Snap_Z,Curving_Up,Plateauing,Curving_Down,Volatility_Pct,max_profit_pct_30m,max_loss_pct_30m
MEOH,2026-04-08,15:18:40,59.0301,-3.2970126801750648,3.313875013843179,9.809677259718066,11.22857807846376,11.03960285453459,1.0,0.0,0.0,0.2850967768885347,1.1771960406640072,-0.3898011353529813
MEOH,2026-04-08,15:18:50,59.095,0.41084497063622155,2.3339233049297574,-0.6238965861764413,-6.017618854047665,-9.080173627987023,0.0,1.0,0.0,0.2857310169354204,1.0660800406125774,-0.4991962094931918
MEOH,2026-04-08,15:19:00,59.1238,2.2038049337260603,1.7325427732246623,-0.39401476477699227,0.13263224167707938,3.368997601433511,0.0,1.0,0.0,0.28707448816047965,1.016849390600737,-0.5476643923428562
MEOH,2026-04-08,15:19:10,59.0636,2.656146905166399,1.0904626627323037,-0.4320803108148554,-0.022092587579590012,-0.0847604936902932,0.0,1.0,0.0,0.2871016612597056,1.1198098321131804,-0.4462985662912586
MEOH,2026-04-08,15:22:10,58.99,0.6216981201346625,1.002328360032753,0.6828714955256383,0.38956685021226284,0.19924776738754457,1.0,0.0,0.0,0.19452810708258178,1.2459738938803178,-0.3220884895745123
MEOH,2026-04-08,15:22:30,58.97,3.4466772387062745,4.076383421536025,3.0175189206897173,2.258294528232922,1.732121294919285,1.0,0.0,0.0,0.18238727018707065,1.2803120230625786,-0.28828217737833084
MEOH,2026-04-08,15:22:40,58.91,1.6959828146709113,-0.3490627957461687,-3.0058329949787534,-3.4502284012554405,-3.127401811808824,0.0,0.0,1.0,0.1811057854966046,1.3834663045323456,-0.18672551349516114
MEOH,2026-04-08,15:24:00,59.255,11.456216087335068,12.059803550239105,11.038867541936302,8.56482563903936,5.487532596227568,1.0,0.0,0.0,0.18969285432094313,0.8353725424014807,-0.39878491266559773
MEOH,2026-04-08,15:24:10,59.0187,3.1113492796465057,-3.5936952903839745,-9.712273666393685,-11.070684916990187,-10.812835079412999,0.0,0.0,1.0,0.19039562673822202,1.2390987941110145,0.0
MEOH,2026-04-08,15:24:20,59.23,-1.0309774116667185,-2.481857036285407,0.6810135866897057,5.9580362831311495,8.960729287497504,0.0,0.0,0.0,0.19109904306019096,0.8779334796555852,-0.27536721256120217
